fitPtX 	 fitPtY 	 fitPtZ 	 LeftPupil_X 	 LeftPupil_Y 	 RightPupil_X 	 RightPupil_Y 
398.819053	280.138215	1257.319324	168.712626	153.287967	239.813123	129.522189
398.994303	280.388222	1256.852206	168.725085	153.316932	239.837865	129.537516
399.098937	280.495849	1256.647794	168.742619	153.334397	239.861949	129.564059
399.128482	280.627586	1256.491166	168.760153	153.351862	239.886034	129.590602
399.257681	280.322262	1256.654077	168.781507	153.349666	239.900406	129.601296
399.355420	280.148889	1256.991238	168.802862	153.347470	239.914779	129.611990
399.316110	280.090300	1257.293571	168.820705	153.335391	239.925827	129.595869
399.573825	279.921191	1257.456593	168.838549	153.323312	239.936876	129.579748
399.542354	280.191777	1257.230533	168.846670	153.320858	239.950475	129.546405
399.605133	280.493390	1257.010448	168.854790	153.318405	239.964074	129.513062
399.647765	280.737299	1256.512940	168.858265	153.332287	239.977107	129.485169
399.558810	281.051140	1256.113028	168.861739	153.346169	239.990140	129.457277
399.480340	281.059217	1256.029619	168.865128	153.355502	239.994934	129.450047
399.579927	281.091472	1255.962865	168.868517	153.364835	239.999728	129.442817
399.404615	280.966446	1256.183504	168.866160	153.349291	239.992890	129.456211
399.332855	280.843960	1256.400089	168.863802	153.333747	239.986051	129.469605
399.226290	280.935113	1256.498588	168.851871	153.302830	239.974461	129.492680
399.162811	281.036510	1256.582888	168.839940	153.271912	239.962871	129.515755
398.961158	281.463969	1256.395290	168.823624	153.248277	239.955970	129.533141
399.125710	281.811583	1256.089126	168.807309	153.224642	239.949068	129.550527
