fitPtX 	 fitPtY 	 fitPtZ 	 LeftPupil_X 	 LeftPupil_Y 	 RightPupil_X 	 RightPupil_Y 
400.444931	312.776434	1221.075137	191.020767	198.369095	238.811386	157.750745
400.699484	311.566854	1222.469573	191.055177	198.304378	238.798322	157.745598
400.860381	310.338789	1223.853863	191.089587	198.239660	238.785257	157.740451
400.962900	308.776563	1225.750423	191.094743	198.152028	238.730062	157.730531
400.981289	307.184738	1227.617395	191.099899	198.064395	238.674867	157.720611
400.987846	307.261700	1227.916838	191.081971	197.990296	238.659063	157.713378
400.978577	307.313437	1228.184242	191.064043	197.916198	238.643260	157.706145
400.936147	309.468431	1226.080521	191.033851	197.920390	238.697362	157.712172
400.933283	311.642202	1223.964564	191.003658	197.924582	238.751464	157.718199
400.805666	313.308494	1221.873688	190.981247	198.024830	238.799055	157.747985
400.680838	314.939077	1219.729871	190.958835	198.125079	238.846646	157.777770
400.502402	313.641149	1220.450156	190.955049	198.257039	238.807046	157.843646
400.262315	312.197808	1221.034814	190.951262	198.389000	238.767446	157.909522
400.067962	308.887564	1223.627496	190.956578	198.473544	238.672010	158.004883
399.907981	305.568444	1226.157618	190.961893	198.558089	238.576575	158.100244
399.735071	302.956511	1228.128803	190.965195	198.578573	238.505923	158.183727
399.571304	300.477316	1230.185051	190.968497	198.599058	238.435270	158.267211
399.602257	299.592658	1230.886654	190.968667	198.589215	238.412582	158.306412
399.644391	298.762931	1231.639942	190.968837	198.579372	238.389894	158.345614
399.629050	298.787163	1231.613198	190.968114	198.568500	238.392463	158.350685
399.627614	298.808727	1231.571216	190.967391	198.557628	238.395033	158.355757
399.645009	299.062183	1231.449616	190.966459	198.553951	238.401633	158.351663
399.566722	299.225951	1231.243716	190.965526	198.550273	238.408232	158.347569
399.655129	299.440334	1231.196325	190.964123	198.551756	238.411984	158.346001
399.626654	299.584091	1231.107412	190.962719	198.553239	238.415735	158.344434
399.604370	299.697536	1230.982824	190.961339	198.555101	238.419053	158.341008
399.661134	299.871659	1230.923476	190.959959	198.556963	238.422371	158.337582
399.572802	300.130357	1230.810629	190.961702	198.553127	238.429029	158.317853
399.589102	300.427747	1230.730507	190.963445	198.549292	238.435687	158.298123
399.585648	300.744407	1230.924924	190.973747	198.534271	238.442489	158.254623
399.566340	300.978499	1231.021953	190.984048	198.519251	238.449291	158.211122
399.539439	300.770549	1231.595922	191.003540	198.498671	238.446027	158.159651
399.554782	300.627511	1232.241069	191.023031	198.478091	238.442763	158.108180
399.565528	300.277111	1233.051093	191.037904	198.464826	238.430194	158.075667
399.439123	299.818564	1233.776549	191.052778	198.451560	238.417624	158.043155
399.393226	300.338090	1233.545455	191.038944	198.436207	238.421293	158.042720
399.284848	300.755486	1233.223872	191.025110	198.420855	238.424962	158.042285
399.123568	303.272570	1230.879284	190.973624	198.384436	238.478173	158.066110
399.039231	305.811896	1228.529584	190.922138	198.348017	238.531385	158.089935
398.986540	309.472712	1224.979270	190.862488	198.313571	238.620489	158.116367
398.904498	313.117282	1221.375434	190.802837	198.279125	238.709593	158.142798
398.893594	314.696536	1219.857877	190.774882	198.297201	238.742519	158.151449
398.831517	316.217954	1218.249192	190.746927	198.315277	238.775444	158.160099
398.658130	313.830018	1220.551186	190.751549	198.390104	238.685539	158.149868
398.526315	311.379541	1222.788953	190.756172	198.464932	238.595633	158.139638
398.284603	307.213715	1226.636185	190.772503	198.534319	238.453902	158.130400
398.182725	303.165088	1230.518010	190.788834	198.603706	238.312172	158.121163
