fitPtX 	 fitPtY 	 fitPtZ 	 LeftPupil_X 	 LeftPupil_Y 	 RightPupil_X 	 RightPupil_Y 
1835.603552	-475.241670	2824.195987	190.769638	198.273415	238.051672	158.405792
1830.218704	-474.109732	2820.328383	190.776731	198.281251	238.115478	158.428232
1822.135089	-472.641836	2815.413735	190.772000	198.303021	238.196035	158.459023
1814.251265	-470.999202	2810.301182	190.767268	198.324790	238.276593	158.489815
1809.489391	-469.742966	2807.119039	190.746235	198.326598	238.307150	158.509424
1804.585216	-468.499415	2804.130789	190.725201	198.328406	238.337708	158.529033
1807.375880	-468.109443	2805.856029	190.689766	198.305194	238.272190	158.534869
1810.214041	-468.148548	2807.409027	190.654330	198.281983	238.206672	158.540706
1819.105718	-469.231542	2812.864933	190.627652	198.266785	238.088946	158.542471
1827.960386	-470.178966	2818.469945	190.600974	198.251587	237.971220	158.544236
1836.561848	-471.444337	2824.044115	190.588544	198.298838	237.883733	158.549523
1845.093883	-472.601399	2829.824143	190.576114	198.346090	237.796246	158.554810
1849.508202	-473.453748	2833.418162	190.574045	198.461449	237.774428	158.564107
1854.020898	-474.348177	2836.936550	190.571976	198.576807	237.752610	158.573404
1854.301492	-474.958259	2837.568833	190.583600	198.681322	237.783259	158.585642
1854.469219	-475.291221	2838.462943	190.595224	198.785837	237.813908	158.597879
1853.039266	-475.370180	2837.056641	190.621389	198.812987	237.859710	158.615113
1851.473314	-475.248889	2835.838638	190.647554	198.840136	237.905511	158.632347
1852.694316	-475.945494	2835.689679	190.691396	198.813322	237.926803	158.659032
1854.247354	-476.207850	2835.260929	190.735238	198.786508	237.948095	158.685717
1859.581039	-477.781229	2837.892816	190.792158	198.761244	237.938313	158.718720
1865.233027	-479.093216	2840.266127	190.849078	198.735979	237.928531	158.751723
1869.598848	-480.015514	2842.479077	190.886325	198.737281	237.919295	158.771584
1874.056621	-481.069039	2844.531280	190.923572	198.738583	237.910058	158.791444
1871.751239	-481.034694	2843.605417	190.910870	198.758931	237.925176	158.777035
1869.606957	-481.143906	2842.438044	190.898167	198.779280	237.940293	158.762626
1863.625717	-480.517323	2839.458864	190.853442	198.790103	237.963092	158.713884
1857.503611	-479.918989	2836.729636	190.808716	198.800926	237.985891	158.665141
1854.452528	-479.354075	2835.622830	190.778878	198.788896	237.988220	158.608114
